review_id,review_text,rating,sentiment,category,verified_purchase
REV-052926,"Died after two weeks of normal use, especially the tablet. The constant bluetooth dropouts is unacceptable. Overheats dangerously during moderate usage.",1,0,Consumer Tech & Electronics,True
REV-062865,Upgraded from my old device to this smartwatch. The seamless connectivity is exceptional! Build quality feels very premium.,5,1,Consumer Tech & Electronics,True
REV-008019,Five stars! The flawless stitching of this raincoat blew me away. Exceeded my expectations regarding the and got so many compliments wearing this.,4,1,Retail & Apparel,True
REV-082945,Lawn maintenance review: Professional advice. Highly impressed with the professionalism during the. Will be our go-to contractor from now on.,4,1,Services & Professional,True
REV-090377,Accounting consultation review: Expert craftsmanship. Top notch workmanship provided for the. Will be our go-to contractor from now on.,4,1,Services & Professional,True
REV-041721,Five stars! The tender and juicy of this tasting menu blew me away. A five star experience from start to finish with the and a delightful culinary experience.,4,1,Hospitality & Food,True
REV-000867,Five stars! The durable material of this silk dress blew me away. I am genuinely impressed by this and highly recommend to anyone looking for comfort and style.,4,1,Retail & Apparel,True
REV-098444,Stay away from this roof inspection. Encountered left a huge mess behind. Had to hire a second company to fix their mistakes.,2,0,Services & Professional,True
REV-083040,Stay away from this lawn maintenance. Encountered unclear billing. Unacceptable incompetence from start to finish.,1,0,Services & Professional,True
REV-013925,I am genuinely impressed by this cardigan. The flawless stitching is exceptional! Highly recommend to anyone looking for comfort and style.,5,1,Retail & Apparel,True
REV-079893,"Really happy with the accounting consultation. It offers expert craftsmanship, and fair quote with no surprise fees at the end.",5,1,Services & Professional,True
REV-031184,Horrendous management and inedible breakfast buffet. The sticky tables is unacceptable. Completely ruined our evening.,2,0,Hospitality & Food,True
REV-013800,Zero stars if I could for this cotton hoodie. The bad odor is unacceptable. Fell apart after the very first wash.,1,0,Retail & Apparel,False
REV-040989,Five stars! The inviting atmosphere of this cocktail selection blew me away. We were blown away by the and the chef really knows what they are doing!,4,1,Hospitality & Food,True
REV-066734,Do not recommend this noise cancelling earbuds at all. Suffers from dead pixels on arrival. Crashes my PC every time it connects.,1,0,Consumer Tech & Electronics,False
REV-078331,"Really happy with the plumbing repair. It offers tidy clean up after job, and polite technicians who respected our home.",5,1,Services & Professional,True
REV-024379,Five stars! The soft fabric of this skinny jeans blew me away. Super happy with the quality of the and worth every single penny.,5,1,Retail & Apparel,True
REV-023415,Five stars! The durable material of this winter jacket blew me away. Exceeded my expectations regarding the and arrived fast and fits true to size.,4,1,Retail & Apparel,True
REV-097560,Stay away from this car detailing. Encountered two hour late arrival. Refused to take responsibility for property damage.,2,0,Services & Professional,True
REV-022993,"Really happy with the winter jacket. It offers vibrant color, and will definitely order another color soon.",4,1,Retail & Apparel,True
REV-003232,One star! The faded dye of this t-shirt is horrific. Extremely disappointed with this. Fell apart after the very first wash.,2,0,Retail & Apparel,True
REV-041996,One star! The sticky tables of this cozy suite is horrific. Waited over an hour only to receive terrible. The manager argued with us when we complained.,2,0,Hospitality & Food,True
REV-049188,One star! The horrible waiting time of this cozy suite is horrific. Never coming back here due to the. Dirty glasses and unhygienic restrooms.,1,0,Hospitality & Food,False
REV-022515,Five stars! The flawless stitching of this winter jacket blew me away. Exceeded my expectations regarding the and will definitely order another color soon.,4,1,Retail & Apparel,True
REV-021326,One star! The itchy material of this skinny jeans is horrific. Zero stars if I could for this. The sizing chart is completely misleading.,2,0,Retail & Apparel,True
REV-086234,Overcharged by hundreds for an unfinished roof inspection. The two hour late arrival is unacceptable. Unacceptable incompetence from start to finish.,2,0,Services & Professional,False
REV-088127,Five stars! The quick turnaround time of this accounting consultation blew me away. Top notch workmanship provided for the and polite technicians who respected our home.,4,1,Services & Professional,True
REV-029824,Stay away from this smash burger. Encountered unbearable noise. Left hungry and frustrated after paying a fortune.,2,0,Hospitality & Food,False
REV-092485,"Really happy with the roof inspection. It offers punctual arrival, and polite technicians who respected our home.",4,1,Services & Professional,True
REV-068425,Mechanical keyboard review: Sturdy aluminum build. Extremely pleased with the high speed and. Build quality feels very premium.,4,1,Consumer Tech & Electronics,True
REV-064484,One star! The distorted microphone sound of this mechanical keyboard is horrific. Do not buy this! Constant hardware failure on the. Flimsy cable broke on day three.,2,0,Consumer Tech & Electronics,True
REV-051020,One star! The constant bluetooth dropouts of this webcam is horrific. Defective product straight out of the box with the. Crashes my PC every time it connects.,2,0,Consumer Tech & Electronics,True
REV-026754,Do not recommend this truffle pasta at all. Suffers from rude and dismissive staff. Completely ruined our evening.,1,0,Hospitality & Food,True
REV-049964,One star! The horrible waiting time of this grilled steak is horrific. Never coming back here due to the. Left hungry and frustrated after paying a fortune.,1,0,Hospitality & Food,True
REV-042732,One star! The horrible waiting time of this craft coffee is horrific. Waited over an hour only to receive terrible. The manager argued with us when we complained.,1,0,Hospitality & Food,True
REV-029057,Five stars! The warm and attentive service of this breakfast buffet blew me away. Had an unforgettable evening enjoying the and the staff made our anniversary feel truly special.,4,1,Hospitality & Food,False
REV-055318,Do not buy this! Constant hardware failure on the webcam. The distorted microphone sound is unacceptable. Tech support was unresponsive and voided the warranty.,1,0,Consumer Tech & Electronics,True
REV-035497,Sushi platter review: Warm and attentive service. Outstanding dining experience featuring the. Already planning our next reservation here.,5,1,Hospitality & Food,True
REV-056338,"One star! The laggy performance of this external SSD is horrific. Died after two weeks of normal use, especially the. Tech support was unresponsive and voided the warranty.",1,0,Consumer Tech & Electronics,True
REV-079278,Stay away from this home AC repair. Encountered shoddy workmanship. Had to hire a second company to fix their mistakes.,1,0,Services & Professional,True
REV-005465,Great addition to my wardrobe! The formal blazer. The perfect fit is exceptional! Will definitely order another color soon.,5,1,Retail & Apparel,True
REV-070156,One star! The overheating issues of this noise cancelling earbuds is horrific. Unreliable and frustrating experience with the. Tech support was unresponsive and voided the warranty.,1,0,Consumer Tech & Electronics,True
REV-070670,Stay away from this gaming monitor. Encountered buggy companion software. Overheats dangerously during moderate usage.,2,0,Consumer Tech & Electronics,False
REV-056014,Unreliable and frustrating experience with the portable power bank. The overheating issues is unacceptable. Fails to hold any charge after a month.,1,0,Consumer Tech & Electronics,True
REV-012086,Stay away from this silk dress. Encountered loose threads. Save your cash and look elsewhere.,2,0,Retail & Apparel,True
REV-056819,"Really happy with the webcam. It offers snappy processing speed, and build quality feels very premium.",5,1,Consumer Tech & Electronics,True
REV-020001,Five stars! The vibrant color of this wool sweater blew me away. Exceeded my expectations regarding the and will definitely order another color soon.,5,1,Retail & Apparel,False
REV-069067,Ultrabook laptop review: Instant pairing. Incredible performance and reliability from this. Build quality feels very premium.,4,1,Consumer Tech & Electronics,True
REV-050453,Gaming monitor review: Deep rich bass. Upgraded from my old device to this. Well worth the investment for daily remote work.,5,1,Consumer Tech & Electronics,False
REV-090710,Do not recommend this roof inspection at all. Suffers from damaged my property. Refused to take responsibility for property damage.,1,0,Services & Professional,False
REV-052885,Bluetooth speaker review: Deep rich bass. Extremely pleased with the high speed and. Battery lasts two full days on a single charge.,5,1,Consumer Tech & Electronics,True
REV-030964,Such a huge letdown regarding the grilled steak. The bland taste is unacceptable. Completely ruined our evening.,2,0,Hospitality & Food,False
REV-034574,One star! The horrible waiting time of this tasting menu is horrific. Never coming back here due to the. The manager argued with us when we complained.,1,0,Hospitality & Food,False
REV-015295,Super happy with the quality of the winter jacket. The durable material is exceptional! Highly recommend to anyone looking for comfort and style.,5,1,Retail & Apparel,True
REV-027919,Five stars! The tender and juicy of this sushi platter blew me away. We were blown away by the and the chef really knows what they are doing!,5,1,Hospitality & Food,True
REV-046121,Craft coffee review: Inviting atmosphere. Had an unforgettable evening enjoying the. Already planning our next reservation here.,4,1,Hospitality & Food,True
REV-035074,Do not recommend this seafood platter at all. Suffers from rude and dismissive staff. Completely ruined our evening.,1,0,Hospitality & Food,False
REV-010551,"Really happy with the running sneakers. It offers vibrant color, and will definitely order another color soon.",4,1,Retail & Apparel,False
REV-091128,One star! The shoddy workmanship of this dental cleaning is horrific. Unprofessional and incompetent team doing the. Refused to take responsibility for property damage.,2,0,Services & Professional,True
REV-000691,"Really happy with the t-shirt. It offers breathable texture, and highly recommend to anyone looking for comfort and style.",5,1,Retail & Apparel,True
REV-077730,Do not recommend this oil change service at all. Suffers from shoddy workmanship. Unacceptable incompetence from start to finish.,2,0,Services & Professional,False
REV-036097,Tasting menu review: Spotless cleanliness. A five star experience from start to finish with the. The staff made our anniversary feel truly special.,4,1,Hospitality & Food,False
